frame,class,conf,xmin,ymin,xmax,ymax
3845,No Helmet,0.48,156,201,379,333
3845,Safety Glass,0.27,174,279,343,347
3846,No Helmet,0.5,159,202,374,320
3847,No Helmet,0.5,159,202,374,320
3848,No Helmet,0.49,158,202,377,319
3848,Safety Glass,0.27,170,280,343,347
3849,No Helmet,0.49,158,202,377,319
3849,Safety Glass,0.27,170,280,343,347
3850,No Helmet,0.51,157,201,377,319
3850,Safety Glass,0.31,174,279,340,347
3851,No Helmet,0.51,157,201,377,319
3851,Safety Glass,0.31,174,279,340,347
3852,No Helmet,0.49,158,202,374,315
3853,No Helmet,0.5,154,199,378,328
3853,Safety Glass,0.28,169,279,344,347
3854,No Helmet,0.5,154,199,378,328
3854,Safety Glass,0.28,169,279,344,347
3855,No Helmet,0.41,158,202,375,327
3856,No Helmet,0.41,158,202,375,327
3857,No Helmet,0.47,156,200,375,330
3857,Safety Glass,0.37,173,278,340,347
3858,No Helmet,0.47,156,200,375,330
3858,Safety Glass,0.37,173,278,340,347
3859,No Helmet,0.47,158,198,375,355
3859,Safety Glass,0.28,169,278,344,349
3860,No Helmet,0.47,158,198,375,355
3860,Safety Glass,0.28,169,278,344,349
3861,No Helmet,0.43,158,201,373,331
3861,Safety Glass,0.32,176,279,340,349
3862,No Helmet,0.43,158,201,373,331
3862,Safety Glass,0.32,176,279,340,349
3863,No Helmet,0.48,158,201,376,346
3864,No Helmet,0.48,158,201,376,346
3865,No Helmet,0.48,156,198,375,325
3865,Safety Glass,0.27,175,279,341,347
3866,No Helmet,0.57,156,202,372,312
3866,Safety Glass,0.37,185,279,338,347
3867,No Helmet,0.57,156,202,372,312
3867,Safety Glass,0.37,185,279,338,347
3868,No Helmet,0.5,155,199,376,338
3869,No Helmet,0.5,155,199,376,338
3870,No Helmet,0.49,158,201,375,328
3870,Safety Glass,0.34,176,278,341,349
3871,No Helmet,0.49,158,201,375,328
3871,Safety Glass,0.34,176,278,341,349
3872,No Helmet,0.44,156,201,373,318
3872,Safety Glass,0.27,182,279,339,347
3873,No Helmet,0.52,158,201,373,329
3873,Safety Glass,0.28,174,278,340,348
3874,No Helmet,0.52,158,201,373,329
3874,Safety Glass,0.28,174,278,340,348
3875,No Helmet,0.49,156,203,374,309
3876,No Helmet,0.49,156,203,374,309
3877,No Helmet,0.49,154,200,374,334
3877,Safety Glass,0.27,178,277,339,348
3878,No Helmet,0.49,154,200,374,334
3878,Safety Glass,0.27,178,277,339,348
3879,No Helmet,0.55,156,203,374,325
3879,Safety Glass,0.25,174,282,343,356
3880,No Helmet,0.55,156,203,374,325
3880,Safety Glass,0.25,174,282,343,356
3881,No Helmet,0.53,154,200,376,324
3881,Safety Glass,0.32,179,278,339,347
3882,No Helmet,0.46,157,204,372,319
3883,No Helmet,0.46,157,204,372,319
3884,No Helmet,0.52,158,202,372,333
3885,No Helmet,0.52,158,202,372,333
3886,No Helmet,0.51,158,201,372,335
3887,No Helmet,0.51,158,201,372,335
3888,No Helmet,0.54,157,203,373,325
3888,Safety Glass,0.26,173,278,337,348
3889,No Helmet,0.51,156,202,372,328
3889,Safety Glass,0.32,185,282,328,346
3890,No Helmet,0.51,156,202,372,328
3890,Safety Glass,0.32,185,282,328,346
3891,No Helmet,0.54,157,202,373,323
3892,No Helmet,0.54,157,202,373,323
3893,No Helmet,0.51,155,202,374,320
3894,No Helmet,0.51,155,202,374,320
3895,No Helmet,0.6,155,203,373,312
3896,No Helmet,0.6,155,203,373,312
3897,No Helmet,0.54,156,203,373,320
3898,No Helmet,0.54,156,203,373,320
3899,No Helmet,0.54,156,201,371,323
3900,No Helmet,0.54,156,201,371,323
3901,No Helmet,0.55,155,202,375,314
3902,No Helmet,0.49,159,202,372,322
3903,No Helmet,0.49,159,202,372,322
3904,No Helmet,0.48,156,203,372,317
3905,No Helmet,0.48,156,203,372,317
3906,No Helmet,0.46,157,201,373,325
3906,Safety Glass,0.27,174,278,341,348
3907,No Helmet,0.49,156,200,372,323
3908,No Helmet,0.53,157,199,375,335
3908,Safety Glass,0.33,173,277,341,346
3909,No Helmet,0.53,157,199,375,335
3909,Safety Glass,0.33,173,277,341,346
3910,No Helmet,0.51,156,199,375,350
3910,Safety Glass,0.3,169,277,343,348
3911,No Helmet,0.51,156,199,375,350
3911,Safety Glass,0.3,169,277,343,348
3912,No Helmet,0.51,156,199,375,350
3912,Safety Glass,0.3,169,277,343,348
3913,No Helmet,0.42,157,200,376,328
3913,Safety Glass,0.27,177,277,342,348
3914,No Helmet,0.49,155,200,378,323
3914,Safety Glass,0.3,170,278,342,347
3915,No Helmet,0.49,155,200,378,323
3915,Safety Glass,0.3,170,278,342,347
3916,No Helmet,0.47,157,200,376,321
3916,Safety Glass,0.27,170,278,342,347
3917,No Helmet,0.47,157,200,376,321
3917,Safety Glass,0.27,170,278,342,347
3918,No Helmet,0.47,154,197,384,340
3919,No Helmet,0.46,155,196,386,357
3920,No Helmet,0.46,155,196,386,357
3921,No Helmet,0.49,154,199,386,324
3922,No Helmet,0.51,157,198,386,330
3923,No Helmet,0.51,157,198,386,330
3924,No Helmet,0.55,154,198,384,317
3925,No Helmet,0.55,154,198,384,317
3926,No Helmet,0.55,153,197,388,327
3927,No Helmet,0.55,153,197,388,327
3928,No Helmet,0.44,158,200,377,318
3928,Safety Glass,0.25,174,279,343,348
3929,No Helmet,0.52,153,198,385,332
3929,Safety Glass,0.26,175,278,342,348
3930,No Helmet,0.52,153,198,385,332
3930,Safety Glass,0.26,175,278,342,348
3931,No Helmet,0.44,155,197,382,340
3931,Safety Glass,0.31,175,277,342,349
3932,No Helmet,0.49,155,196,383,364
3932,Safety Glass,0.29,175,278,340,348
3933,No Helmet,0.49,155,196,383,364
3933,Safety Glass,0.29,175,278,340,348
3934,No Helmet,0.51,158,199,375,353
3934,Safety Glass,0.3,174,277,340,348
3935,No Helmet,0.57,156,200,375,321
3935,Safety Glass,0.31,170,279,343,348
3936,No Helmet,0.57,156,200,375,321
3936,Safety Glass,0.31,170,279,343,348
3937,No Helmet,0.52,157,200,373,321
3937,Safety Glass,0.29,172,277,340,348
3938,No Helmet,0.51,156,202,375,319
3938,Safety Glass,0.26,183,282,329,346
3939,No Helmet,0.51,156,202,375,319
3939,Safety Glass,0.26,183,282,329,346
3940,No Helmet,0.51,156,205,373,323
3941,No Helmet,0.55,157,209,369,323
3942,No Helmet,0.55,157,209,369,323
3943,No Helmet,0.42,159,211,370,323
3944,No Helmet,0.42,159,211,370,323
3945,No Helmet,0.46,151,212,383,349
3946,No Helmet,0.46,151,212,383,349
3947,No Helmet,0.52,156,215,382,346
3948,No Helmet,0.45,152,216,385,336
3949,No Helmet,0.45,152,216,385,336
3950,No Helmet,0.29,135,214,411,373
3953,No Helmet,0.29,144,214,415,410
3954,No Helmet,0.29,144,214,415,410
3955,No Helmet,0.3,144,213,413,412
3960,No Helmet,0.27,159,214,389,374
3961,No Helmet,0.27,159,214,389,374
3962,No Helmet,0.31,158,211,391,379
3963,No Helmet,0.31,158,211,391,379
3964,No Helmet,0.33,151,211,396,378
3965,No Helmet,0.33,151,211,396,378
3967,No Helmet,0.28,153,207,397,391
3968,No Helmet,0.28,153,207,397,391
3969,No Helmet,0.34,144,204,402,372
3970,No Helmet,0.34,144,204,402,372
3971,No Helmet,0.41,161,208,376,323
3972,No Helmet,0.41,161,208,376,323
3973,No Helmet,0.49,157,208,371,316
3974,No Helmet,0.5,146,204,374,328
3975,No Helmet,0.5,146,204,374,328
3976,No Helmet,0.53,147,203,374,333
3977,No Helmet,0.53,147,203,374,333
3978,No Helmet,0.52,141,201,375,329
3979,No Helmet,0.52,141,201,375,329
3980,No Helmet,0.44,131,196,381,342
3981,No Helmet,0.43,129,197,379,335
3982,No Helmet,0.43,129,197,379,335
3983,No Helmet,0.38,128,196,379,344
3984,No Helmet,0.38,128,196,379,344
3985,No Helmet,0.36,136,195,367,329
3986,No Helmet,0.36,136,195,367,329
3987,No Helmet,0.4,134,198,365,344
3988,No Helmet,0.4,134,198,365,344
3989,No Helmet,0.42,129,196,367,346
3990,No Helmet,0.42,129,196,367,346
3991,No Helmet,0.38,132,195,368,341
3992,No Helmet,0.49,130,194,363,336
3993,No Helmet,0.49,130,194,363,336
3994,No Helmet,0.36,125,189,363,348
3995,No Helmet,0.36,125,189,363,348
3996,No Helmet,0.36,125,188,361,355
3996,Safety Glass,0.26,155,276,321,342
3997,No Helmet,0.36,125,188,361,355
3997,Safety Glass,0.26,155,276,321,342
3998,No Helmet,0.27,125,186,355,370
3999,No Helmet,0.27,125,186,355,370
4000,No Helmet,0.3,128,191,348,363
4001,No Helmet,0.3,128,191,348,363
4002,No Helmet,0.31,127,194,346,356
4003,No Helmet,0.37,131,197,344,337
4004,No Helmet,0.37,131,197,344,337
4005,No Helmet,0.35,130,201,333,320
4006,No Helmet,0.35,130,201,333,320
4007,No Helmet,0.32,131,205,334,310
4008,No Helmet,0.32,131,205,334,310
4009,No Helmet,0.29,134,205,339,332
4010,No Helmet,0.29,134,205,339,332
4011,No Helmet,0.37,136,208,336,306
4012,No Helmet,0.41,134,208,338,310
4012,Safety Glass,0.25,162,276,312,337
4013,No Helmet,0.41,134,208,338,310
4013,Safety Glass,0.25,162,276,312,337
4014,No Helmet,0.39,136,210,339,309
4014,Safety Glass,0.31,171,279,308,335
4015,No Helmet,0.39,136,210,339,309
4015,Safety Glass,0.31,171,279,308,335
4016,Safety Glass,0.42,170,278,307,336
4016,No Helmet,0.37,132,211,333,302
4017,Safety Glass,0.42,170,278,307,336
4017,No Helmet,0.37,132,211,333,302
4018,No Helmet,0.42,139,210,337,304
4018,Safety Glass,0.41,170,278,308,337
4019,No Helmet,0.36,133,211,333,306
4019,Safety Glass,0.3,167,280,309,340
4020,No Helmet,0.36,133,211,333,306
4020,Safety Glass,0.3,167,280,309,340
4021,No Helmet,0.4,135,212,331,308
4022,No Helmet,0.4,135,212,331,308
4023,No Helmet,0.37,135,213,331,302
4024,No Helmet,0.37,135,213,331,302
4025,No Helmet,0.45,141,213,334,312
4026,No Helmet,0.45,141,213,334,312
4027,No Helmet,0.34,137,213,333,308
4028,No Helmet,0.29,138,212,338,334
4029,No Helmet,0.29,138,212,338,334
4030,No Helmet,0.41,138,213,337,318
4031,No Helmet,0.41,138,213,337,318
4032,No Helmet,0.4,134,212,333,328
4032,Safety Glass,0.27,156,286,311,348
4033,No Helmet,0.4,134,212,333,328
4033,Safety Glass,0.27,156,286,311,348
4034,No Helmet,0.35,127,213,353,380
4034,Safety Glass,0.33,156,287,313,348
4035,No Helmet,0.35,127,213,353,380
4035,Safety Glass,0.33,156,287,313,348
4036,No Helmet,0.42,127,213,355,386
4036,Safety Glass,0.33,157,287,317,347
4037,No Helmet,0.42,127,213,355,386
4037,Safety Glass,0.33,157,287,317,347
4038,Safety Glass,0.44,170,289,311,345
4038,No Helmet,0.4,141,216,334,311
4039,No Helmet,0.42,133,216,345,346
4039,Safety Glass,0.36,167,289,313,346
4040,No Helmet,0.42,133,216,345,346
4040,Safety Glass,0.36,167,289,313,346
4041,No Helmet,0.36,132,219,341,368
4041,Safety Glass,0.34,166,289,311,347
4042,No Helmet,0.36,132,219,341,368
4042,Safety Glass,0.34,166,289,311,347
4043,No Helmet,0.54,131,217,351,359
4043,Safety Glass,0.29,169,289,309,348
4044,No Helmet,0.54,131,217,351,359
4044,Safety Glass,0.29,169,289,309,348
4045,No Helmet,0.46,127,214,356,380
4046,No Helmet,0.46,127,214,356,380
4047,No Helmet,0.63,127,214,353,360
4048,No Helmet,0.62,136,211,345,328
4049,No Helmet,0.62,136,211,345,328
4050,No Helmet,0.56,133,209,346,340
4051,No Helmet,0.56,133,209,346,340
4052,No Helmet,0.54,134,208,350,331
4053,No Helmet,0.54,134,208,350,331
4054,No Helmet,0.54,134,204,353,340
4055,No Helmet,0.56,135,202,356,337
4055,Safety Glass,0.26,159,286,321,351
4056,No Helmet,0.56,135,202,356,337
4056,Safety Glass,0.26,159,286,321,351
4057,No Helmet,0.53,136,201,355,338
4058,No Helmet,0.53,136,201,355,338
4059,No Helmet,0.54,136,199,358,348
4060,No Helmet,0.54,136,199,358,348
4061,No Helmet,0.5,138,199,359,325
4062,No Helmet,0.5,138,199,359,325
4063,No Helmet,0.48,138,199,359,321
4064,No Helmet,0.48,140,201,359,333
4064,Safety Glass,0.26,170,278,323,341
4065,No Helmet,0.48,140,201,359,333
4065,Safety Glass,0.26,170,278,323,341
4066,No Helmet,0.52,139,203,358,320
4067,No Helmet,0.52,139,203,358,320
4068,No Helmet,0.59,141,204,359,325
4069,No Helmet,0.59,141,204,359,325
4070,No Helmet,0.5,143,205,356,319
4071,No Helmet,0.5,143,205,356,319
4072,No Helmet,0.57,139,203,359,336
4073,No Helmet,0.57,139,203,359,336
4074,No Helmet,0.51,140,204,358,331
4075,No Helmet,0.5,140,203,360,328
4076,No Helmet,0.5,140,203,360,328
4077,No Helmet,0.5,140,205,356,320
4078,No Helmet,0.5,140,205,356,320
4079,No Helmet,0.51,139,204,359,327
4079,Safety Glass,0.35,166,285,323,354
4080,No Helmet,0.51,139,204,359,327
4080,Safety Glass,0.35,166,285,323,354
4081,No Helmet,0.44,140,204,357,345
4082,No Helmet,0.44,140,204,357,345
4083,No Helmet,0.49,139,204,359,343
4084,No Helmet,0.49,141,204,357,324
4085,No Helmet,0.49,141,204,357,324
4086,No Helmet,0.5,141,204,358,338
4087,No Helmet,0.5,141,204,358,338
4088,No Helmet,0.46,139,204,358,344
4089,No Helmet,0.46,139,204,358,344
4090,No Helmet,0.53,140,204,360,329
4090,Safety Glass,0.32,176,287,322,353
4091,No Helmet,0.53,140,204,360,329
4091,Safety Glass,0.32,176,287,322,353
4092,No Helmet,0.51,142,204,358,342
4093,No Helmet,0.47,142,204,355,333
4094,No Helmet,0.47,142,204,355,333
4095,No Helmet,0.52,138,205,358,331
4096,No Helmet,0.52,138,205,358,331
4097,No Helmet,0.49,141,205,358,330
4098,No Helmet,0.49,141,205,358,330
4099,No Helmet,0.44,139,204,358,322
4100,No Helmet,0.45,140,205,357,329
4101,No Helmet,0.45,140,205,357,329
4102,No Helmet,0.48,139,206,356,324
4103,No Helmet,0.48,139,206,356,324
4104,No Helmet,0.47,137,205,357,328
4105,No Helmet,0.47,137,205,357,328
4106,No Helmet,0.53,140,206,356,323
4107,No Helmet,0.53,140,206,356,323
4108,No Helmet,0.5,141,208,354,318
4109,No Helmet,0.5,141,208,354,318
4110,No Helmet,0.53,142,207,355,331
4111,No Helmet,0.52,140,209,355,323
4112,No Helmet,0.52,140,209,355,323
4113,No Helmet,0.47,143,207,356,330
4114,No Helmet,0.47,143,207,356,330
4115,No Helmet,0.57,141,208,356,323
4116,No Helmet,0.57,141,208,356,323
4117,No Helmet,0.44,142,208,354,323
4118,No Helmet,0.44,142,208,354,323
4119,No Helmet,0.52,144,209,354,318
4120,No Helmet,0.52,144,209,354,318
4121,No Helmet,0.53,142,209,355,329
4122,No Helmet,0.44,141,210,355,322
4123,No Helmet,0.47,144,210,355,326
4124,No Helmet,0.47,144,210,355,326
4125,No Helmet,0.56,143,210,354,322
4126,No Helmet,0.52,142,210,355,321
4127,No Helmet,0.52,142,210,355,321
4128,No Helmet,0.53,141,210,354,327
4129,No Helmet,0.53,142,211,354,320
4130,No Helmet,0.56,142,211,352,316
4131,No Helmet,0.56,142,211,352,316
4132,No Helmet,0.52,143,211,350,320
4132,Safety Glass,0.25,180,291,306,348
4133,No Helmet,0.52,143,211,350,320
4133,Safety Glass,0.25,180,291,306,348
4134,No Helmet,0.53,143,211,351,314
4135,No Helmet,0.57,142,210,351,325
4136,No Helmet,0.57,142,210,351,325
4137,No Helmet,0.64,141,211,350,321
4138,No Helmet,0.59,141,212,351,314
4139,No Helmet,0.59,141,212,351,314
4140,No Helmet,0.57,132,209,361,387
4141,No Helmet,0.57,132,209,361,387
4142,No Helmet,0.54,132,210,360,386
4143,No Helmet,0.61,142,212,348,321
4144,No Helmet,0.61,142,212,348,321
4145,No Helmet,0.56,131,211,360,386
4146,No Helmet,0.55,137,212,361,374
4147,No Helmet,0.55,137,212,361,374
4148,No Helmet,0.49,144,213,344,323
4149,No Helmet,0.49,144,213,344,323
4150,No Helmet,0.51,140,220,351,357
4151,No Helmet,0.56,142,222,350,353
4152,No Helmet,0.5,143,224,346,351
4153,No Helmet,0.5,143,224,346,351
4154,No Helmet,0.43,143,227,344,340
4155,No Helmet,0.43,143,227,344,340
4156,No Helmet,0.36,144,227,342,337
4157,No Helmet,0.36,144,227,342,337
4158,Safety Glass,0.38,161,303,315,362
4158,No Helmet,0.32,141,227,337,326
4158,No Gloves,0.28,89,331,169,446
4159,No Helmet,0.42,139,227,336,325
4159,Safety Glass,0.38,169,304,312,361
4159,No Gloves,0.28,333,365,401,477
4160,No Helmet,0.42,139,227,336,325
4160,Safety Glass,0.38,169,304,312,361
4160,No Gloves,0.28,333,365,401,477
4161,Safety Glass,0.35,163,303,314,362
4161,No Helmet,0.34,140,227,337,325
4161,No Gloves,0.28,334,375,402,479
4162,Safety Glass,0.36,176,300,305,354
4162,No Helmet,0.35,138,226,337,326
4162,No Gloves,0.28,332,378,402,479
4163,Safety Glass,0.36,176,300,305,354
4163,No Helmet,0.35,138,226,337,326
4163,No Gloves,0.28,332,378,402,479
4164,No Helmet,0.47,138,226,335,326
4165,No Helmet,0.51,135,224,340,333
4165,Safety Glass,0.26,161,302,316,363
4166,No Helmet,0.51,135,224,340,333
4166,Safety Glass,0.26,161,302,316,363
4167,No Helmet,0.42,134,224,340,340
4167,Safety Glass,0.3,169,296,308,356
4167,No Gloves,0.27,78,330,160,458
4168,No Helmet,0.32,133,222,335,349
4168,No Gloves,0.27,80,335,160,459
4169,No Helmet,0.32,133,222,335,349
4169,No Gloves,0.27,80,335,160,459
4170,No Helmet,0.37,132,224,337,337
4171,No Helmet,0.37,132,224,337,337
4172,No Helmet,0.37,130,223,338,340
4173,No Helmet,0.37,130,223,338,340
4174,No Helmet,0.44,129,223,338,330
4175,No Helmet,0.45,128,223,338,339
4175,No Gloves,0.25,75,354,153,469
4176,No Helmet,0.43,128,223,338,335
4176,No Gloves,0.29,71,355,152,471
4177,No Helmet,0.43,128,223,338,335
4177,No Gloves,0.29,71,355,152,471
4178,No Helmet,0.45,129,222,338,339
4178,Safety Glass,0.31,165,298,302,355
4179,No Helmet,0.49,128,223,339,330
4180,No Helmet,0.49,128,223,339,330
4181,No Helmet,0.41,128,224,336,324
4181,Safety Glass,0.4,166,299,299,354
4182,No Helmet,0.41,128,224,336,324
4182,Safety Glass,0.4,166,299,299,354
4183,No Helmet,0.4,127,222,336,331
4183,Safety Glass,0.35,161,298,302,354
4184,No Helmet,0.45,128,222,336,326
4184,Safety Glass,0.39,167,299,298,353
4185,No Helmet,0.47,127,223,337,325
4185,Safety Glass,0.32,154,302,305,360
4186,No Helmet,0.47,127,223,337,325
4186,Safety Glass,0.32,154,302,305,360
4187,No Helmet,0.49,125,222,338,323
4187,Safety Glass,0.42,164,298,299,353
4188,No Helmet,0.49,125,222,338,323
4188,Safety Glass,0.42,164,298,299,353
4189,No Helmet,0.45,126,221,337,328
4189,Safety Glass,0.25,151,296,304,355
4190,No Helmet,0.45,126,221,337,328
4190,Safety Glass,0.25,151,296,304,355
4191,No Helmet,0.45,126,220,338,338
4192,No Helmet,0.47,126,221,338,336
4192,Safety Glass,0.29,148,296,304,356
4193,No Helmet,0.45,124,221,339,335
4194,No Helmet,0.45,124,221,339,335
4195,No Helmet,0.49,125,220,339,333
4195,Safety Glass,0.25,151,296,306,353
4196,No Helmet,0.49,125,220,339,333
4196,Safety Glass,0.25,151,296,306,353
4197,No Helmet,0.44,123,218,339,331
4197,Safety Glass,0.32,149,296,304,354
4198,No Helmet,0.53,124,218,340,331
4198,Safety Glass,0.28,145,295,307,356
4199,No Helmet,0.49,121,219,340,342
4199,No Gloves,0.3,67,355,146,469
4200,No Helmet,0.49,121,219,340,342
4200,No Gloves,0.3,67,355,146,469
4201,No Helmet,0.49,121,220,334,337
4202,No Helmet,0.49,121,220,334,337
4203,No Helmet,0.45,121,218,337,354
4204,No Helmet,0.5,119,220,338,347
4205,No Helmet,0.44,120,219,337,353
4206,No Helmet,0.44,120,219,337,353
4207,No Helmet,0.43,122,219,336,371
4208,No Helmet,0.43,122,219,336,371
4209,No Helmet,0.52,121,220,335,342
4209,No Gloves,0.34,81,329,159,433
4210,No Helmet,0.52,121,220,335,342
4210,No Gloves,0.34,81,329,159,433
4211,No Helmet,0.4,120,219,337,367
4212,No Helmet,0.43,121,217,340,369
4213,No Helmet,0.43,121,217,340,369
4214,No Helmet,0.5,120,218,339,353
4215,No Helmet,0.49,129,216,328,308
4216,No Helmet,0.49,129,216,328,308
4217,No Helmet,0.49,130,218,327,307
4218,No Helmet,0.46,129,218,329,308
4219,No Helmet,0.46,129,218,329,308
4220,No Helmet,0.58,128,217,326,306
4221,No Helmet,0.53,128,216,326,309
4222,No Helmet,0.53,128,216,326,309
4223,No Helmet,0.54,126,215,330,313
4224,No Helmet,0.54,126,215,330,313
4225,No Helmet,0.6,127,215,327,309
4226,No Helmet,0.54,124,215,329,308
4226,No Gloves,0.27,314,354,438,479
4227,No Helmet,0.54,124,215,329,308
4227,No Gloves,0.27,314,354,438,479
4228,No Helmet,0.56,126,215,329,309
4229,No Helmet,0.58,124,215,330,310
4230,No Helmet,0.58,124,215,330,310
4231,No Helmet,0.54,125,215,327,310
4232,No Helmet,0.56,124,213,330,321
4233,No Helmet,0.56,124,213,330,321
4234,No Helmet,0.55,123,213,329,324
4235,No Helmet,0.55,123,213,329,324
4236,No Helmet,0.51,124,212,331,339
4237,No Helmet,0.51,124,212,331,339
4238,No Helmet,0.55,123,211,333,325
4239,No Helmet,0.56,122,210,335,320
4240,No Helmet,0.56,122,210,335,320
4241,No Helmet,0.54,122,209,336,330
4242,No Helmet,0.55,121,209,334,315
4243,No Helmet,0.55,121,209,334,315
4244,No Helmet,0.58,122,210,336,319
4244,Safety Glass,0.27,147,286,309,352
4245,No Helmet,0.57,124,210,335,313
4245,Safety Glass,0.33,147,286,306,351
4246,No Helmet,0.57,124,210,335,313
4246,Safety Glass,0.33,147,286,306,351
4247,No Helmet,0.5,123,209,334,316
4247,Safety Glass,0.3,146,286,306,353
4248,No Helmet,0.5,123,209,334,316
4248,Safety Glass,0.3,146,286,306,353
4249,No Helmet,0.57,124,210,332,316
4250,No Helmet,0.57,124,210,332,316
4251,No Helmet,0.52,121,210,329,323
4252,No Helmet,0.52,121,210,329,323
4253,No Helmet,0.47,116,209,332,339
4253,Safety Glass,0.34,144,286,295,353
4254,No Helmet,0.47,116,209,332,339
4254,Safety Glass,0.34,144,286,295,353
4255,No Helmet,0.44,114,210,328,331
4255,Safety Glass,0.3,148,286,293,351
4256,No Helmet,0.48,109,210,319,317
4256,Safety Glass,0.31,127,287,291,348
4257,No Helmet,0.48,109,210,319,317
4257,Safety Glass,0.31,127,287,291,348
4258,No Helmet,0.43,109,210,319,318
4258,Safety Glass,0.26,136,282,288,338
4259,No Helmet,0.43,109,210,319,318
4259,Safety Glass,0.26,136,282,288,338
4260,No Helmet,0.48,108,210,317,309
4261,No Helmet,0.48,108,210,317,309
4262,No Helmet,0.46,105,208,321,311
4263,No Helmet,0.46,105,208,321,311
4264,No Helmet,0.42,105,206,320,315
4265,No Helmet,0.42,105,206,320,315
4266,No Helmet,0.44,104,205,320,314
4266,Safety Glass,0.26,141,282,279,338
4267,No Helmet,0.43,102,202,326,319
4267,Safety Glass,0.26,137,280,283,340
4268,No Helmet,0.43,102,202,326,319
4268,Safety Glass,0.26,137,280,283,340
4269,No Helmet,0.44,106,200,329,337
4270,No Helmet,0.44,106,200,329,337
4271,No Helmet,0.41,109,198,323,355
4272,No Helmet,0.41,109,198,323,355
4273,No Helmet,0.4,108,198,326,359
4274,No Helmet,0.35,109,197,324,336
4275,No Helmet,0.35,109,197,324,336
4276,No Helmet,0.43,109,197,325,345
4277,No Helmet,0.43,109,197,325,345
4278,No Helmet,0.38,110,200,325,334
4279,No Helmet,0.38,110,200,325,334
4280,No Helmet,0.4,109,201,324,334
4281,No Helmet,0.46,110,201,325,335
4281,Safety Glass,0.26,136,280,289,343
4282,No Helmet,0.46,110,201,325,335
4282,Safety Glass,0.26,136,280,289,343
4283,No Helmet,0.4,111,201,325,340
4284,No Helmet,0.4,111,201,325,340
4285,No Helmet,0.34,109,201,326,349
4286,No Helmet,0.34,109,201,326,349
4287,No Helmet,0.43,109,203,324,342
4288,No Helmet,0.43,109,203,324,342
4289,No Helmet,0.37,111,204,323,322
4290,No Helmet,0.37,111,204,323,322
4291,No Helmet,0.38,112,203,321,330
4292,No Helmet,0.41,109,200,330,336
4292,Safety Glass,0.26,145,277,297,341
4293,No Helmet,0.41,109,200,330,336
4293,Safety Glass,0.26,145,277,297,341
4294,No Helmet,0.47,109,203,326,336
4295,No Helmet,0.47,109,203,326,336
4296,No Helmet,0.5,109,203,322,310
4297,No Helmet,0.5,109,203,322,310
4298,No Helmet,0.45,106,202,325,313
4299,No Helmet,0.45,106,202,325,313
4300,No Helmet,0.4,104,203,322,317
4300,Safety Glass,0.28,141,281,276,340
4301,No Helmet,0.4,104,203,322,317
4301,Safety Glass,0.28,141,281,276,340
4302,No Helmet,0.43,102,202,323,324
4302,Safety Glass,0.25,126,279,282,340
4303,No Helmet,0.46,99,202,325,327
4304,No Helmet,0.46,99,202,325,327
4305,No Helmet,0.41,101,201,322,341
4306,No Helmet,0.41,101,201,322,341
4307,No Helmet,0.43,98,201,319,324
4307,Safety Glass,0.27,127,279,285,339
4308,No Helmet,0.43,98,201,319,324
4308,Safety Glass,0.27,127,279,285,339
4309,No Helmet,0.4,100,200,318,325
4310,No Helmet,0.38,98,200,321,327
4311,No Helmet,0.38,98,200,321,327
4312,No Helmet,0.39,100,198,321,333
4312,Safety Glass,0.25,123,279,288,342
4313,No Helmet,0.39,100,198,321,333
4313,Safety Glass,0.25,123,279,288,342
4314,No Helmet,0.42,100,199,320,344
4315,No Helmet,0.42,100,199,320,344
4316,No Helmet,0.47,103,199,321,337
4317,No Helmet,0.46,104,199,324,339
4318,No Helmet,0.46,104,199,324,339
4319,No Helmet,0.49,107,198,325,347
4320,No Helmet,0.49,107,198,325,347
4321,No Helmet,0.51,108,199,327,341
4321,Safety Glass,0.31,121,277,292,342
4322,No Helmet,0.51,108,199,327,341
4322,Safety Glass,0.31,121,277,292,342
4323,No Helmet,0.38,110,197,327,346
4323,Safety Glass,0.3,125,278,292,340
4324,No Helmet,0.38,110,197,327,346
4324,Safety Glass,0.3,125,278,292,340
4325,No Helmet,0.42,110,199,328,347
4326,No Helmet,0.42,110,199,328,347
4327,No Helmet,0.41,111,202,326,326
4328,No Helmet,0.35,108,200,334,333
4329,No Helmet,0.35,108,200,334,333
4330,No Helmet,0.39,111,200,334,336
4331,No Helmet,0.39,111,200,334,336
4332,No Helmet,0.4,116,201,335,320
4333,No Helmet,0.4,116,201,335,320
4334,No Helmet,0.48,117,200,336,339
4335,No Helmet,0.48,117,200,336,339
4336,No Helmet,0.51,117,201,335,329
4337,No Helmet,0.51,117,201,335,329
4338,No Helmet,0.46,122,202,335,329
4339,No Helmet,0.46,122,202,335,329
4340,No Helmet,0.5,124,200,337,337
4341,No Helmet,0.41,126,201,339,337
4341,Safety Glass,0.31,140,277,313,341
4342,No Helmet,0.41,126,201,339,337
4342,Safety Glass,0.31,140,277,313,341
4343,No Helmet,0.44,128,201,342,367
4344,No Helmet,0.44,128,201,342,367
4345,No Helmet,0.52,120,201,349,345
4346,No Helmet,0.52,120,201,349,345
4347,No Helmet,0.49,124,200,345,346
4348,No Helmet,0.5,126,201,340,323
